scenario,sex,age_group,metric,module,mean_ASD,mean_CTL,beta_CTL_minus_ASD,p_DX,p_SITE,r2,n_ASD,n_CTL,note,p_DX_FDR,DX_FDR_significant
ABIDE1_fd2,female,preteen_10_12,PC,1,0.3358482236847595,0.3329957912810548,-0.026985431501845004,0.5610186251147558,0.3125599371114345,0.457823177170651,10,15,,0.8998448277361895,False
ABIDE1_fd2,female,preteen_10_12,PC,2,0.5560602730892494,0.5322292212799359,-0.025378188565295542,0.6095125431222153,0.6741732690957349,0.3327109023789535,10,15,,0.8998448277361895,False
ABIDE1_fd2,female,preteen_10_12,PC,3,0.39513034609505604,0.37608753710928683,-0.010661167879909412,0.8137614467712303,0.3733888580988859,0.4393471527845838,10,15,,0.9493883545664354,False
ABIDE1_fd2,female,preteen_10_12,PC,4,0.5046053322540113,0.44190454983496863,-0.058358297594533745,0.36301075483321554,0.2772035794786769,0.5033791527392211,10,15,,0.8998448277361895,False
ABIDE1_fd2,female,preteen_10_12,PC,5,0.4346140295292976,0.4313498821275926,-0.04485595042409085,0.5018268660331073,0.7012374842043945,0.3099983359844878,10,15,,0.8998448277361895,False
ABIDE1_fd2,female,preteen_10_12,PC,6,0.3871947069433192,0.3615080020724998,0.0011007875517712764,0.9893972996164097,0.7394822081731974,0.30005009897121326,10,15,,0.9893972996164097,False
ABIDE1_fd2,female,preteen_10_12,PC,7,0.5581553282413806,0.5790334636660158,0.02825308787057283,0.6427463055258497,0.6810993575469767,0.3241045061771376,10,15,,0.8998448277361895,False
ABIDE1_fd2,female,preteen_10_12,PC_neg,1,0.00116277127946642,0.015723091562563636,0.021208982834163167,0.4000925617146748,0.9963248520847747,0.12062184429375067,10,15,,0.7775111742626376,False
ABIDE1_fd2,female,preteen_10_12,PC_neg,2,0.0,0.00133331255481126,0.001318660768494653,0.5837332448746363,0.9009649557758661,0.2359203296703296,10,15,,0.8172265428244908,False
ABIDE1_fd2,female,preteen_10_12,PC_neg,3,0.0,0.0050517509163340345,-1.962984429814325e-18,0.7592403688138263,2.8228075980718607e-211,1.0,10,15,,0.8495643101890048,False
ABIDE1_fd2,female,preteen_10_12,PC_neg,4,0.0025477185461642653,0.0045937477509695925,0.005223868073860215,0.2905231810909542,0.5614032509661001,0.37073130078358774,10,15,,0.7775111742626376,False
ABIDE1_fd2,female,preteen_10_12,PC_neg,5,0.0,0.0067153955243458,0.007689659733505074,0.44429209957865,0.977333412867188,0.1786912398496795,10,15,,0.7775111742626376,False
ABIDE1_fd2,female,preteen_10_12,PC_neg,6,0.006297270207014838,0.005052614982100075,0.0015023851385104563,0.8495643101890048,0.8562074382540168,0.2422022013483589,10,15,,0.8495643101890048,False
ABIDE1_fd2,female,preteen_10_12,PC_neg,7,0.0,0.0020227300192431183,0.003000753325250781,0.4442920995786498,0.9934408546259705,0.1271749084249083,10,15,,0.7775111742626376,False
ABIDE1_fd2,female,preteen_10_12,PC_pos,1,0.33524111722709177,0.33116647492598084,-0.02929539513026282,0.5207782845037932,0.2980686784656553,0.4642129237273328,10,15,,0.9114004680549711,False
ABIDE1_fd2,female,preteen_10_12,PC_pos,2,0.5559230615697697,0.5322157542751316,-0.0251868812754701,0.612301088399378,0.6746398769646708,0.3324048571470869,10,15,,0.9114004680549711,False
ABIDE1_fd2,female,preteen_10_12,PC_pos,3,0.3948488716343414,0.3745139853510225,-0.010327873292295859,0.8194155035310186,0.3814867730065915,0.43715515416489337,10,15,,0.9114004680549711,False
ABIDE1_fd2,female,preteen_10_12,PC_pos,4,0.5033124204195034,0.4390718281570663,-0.06054090128218391,0.34056986759938296,0.24812848584708716,0.5173950637469247,10,15,,0.9114004680549711,False
ABIDE1_fd2,female,preteen_10_12,PC_pos,5,0.4341664520715919,0.42893498411270436,-0.04539267057313736,0.4953960762992822,0.6716567794893641,0.3216756890240551,10,15,,0.9114004680549711,False
ABIDE1_fd2,female,preteen_10_12,PC_pos,6,0.3791551219931632,0.3593271083683049,0.009346142667822124,0.9114004680549711,0.729204640504125,0.3018881376992669,10,15,,0.9114004680549711,False
ABIDE1_fd2,female,preteen_10_12,PC_pos,7,0.5581553282413806,0.5783015632145482,0.027552909791009477,0.6511508053291855,0.678465281301055,0.3246579019932794,10,15,,0.9114004680549711,False
ABIDE1_fd2,female,preteen_10_12,strength_neg,1,0.013350343912146812,0.1560791850090027,0.1858790904824277,0.42366302917723625,0.9969326821957215,0.1210191381545499,10,15,,0.6654235170479303,False
ABIDE1_fd2,female,preteen_10_12,strength_neg,2,0.017423286199569704,0.006643925666809081,-0.01770338820887138,0.2830551079431943,0.8665325459369508,0.26427874825316233,10,15,,0.6654235170479303,False
ABIDE1_fd2,female,preteen_10_12,strength_neg,3,0.014484651883443198,0.04916357517242431,-0.017093724929369433,0.30359302012515604,4.540533522223865e-09,0.9699793399333304,10,15,,0.6654235170479303,False
ABIDE1_fd2,female,preteen_10_12,strength_neg,4,0.047227057317892715,0.061945853465133247,-0.000414321874524207,0.994490747801849,0.7909246193015543,0.2761211300634837,10,15,,0.994490747801849,False
ABIDE1_fd2,female,preteen_10_12,strength_neg,5,0.012440630690804843,0.06247342591998221,0.06348633314452873,0.47530251217709313,0.9874185460765444,0.1490315384857679,10,15,,0.6654235170479303,False
ABIDE1_fd2,female,preteen_10_12,strength_neg,6,0.0676181536912918,0.09852503674370902,0.04518490376614702,0.7663940873235998,0.9789353121241526,0.14186204285236947,10,15,,0.8941264352108665,False
ABIDE1_fd2,female,preteen_10_12,strength_neg,7,0.0,0.06680473060834975,0.09069030971691787,0.41218815704890727,0.9908136429478921,0.14467531235681386,10,15,,0.6654235170479303,False
ABIDE1_fd2,female,preteen_10_12,strength_pos,1,9.090673664835997,11.57414653338203,1.3572456948202036,0.6957917141090397,0.8445753310946302,0.2793960384403883,10,15,,0.8323553910569951,False
ABIDE1_fd2,female,preteen_10_12,strength_pos,2,17.874189543008804,18.508731542428333,0.5734499937099341,0.8670409075850484,0.15320235457163886,0.539278527237919,10,15,,0.8670409075850484,False
ABIDE1_fd2,female,preteen_10_12,strength_pos,3,12.536162585417431,10.292822693851262,-1.596556769469728,0.40850639218880613,0.03027683341987884,0.6797103146676589,10,15,,0.8323553910569951,False
ABIDE1_fd2,female,preteen_10_12,strength_pos,4,12.648415394003193,10.083974883953731,-3.1265460746738136,0.22823273129511754,0.7894083290188795,0.33174194706448457,10,15,,0.8323553910569951,False
ABIDE1_fd2,female,preteen_10_12,strength_pos,5,16.323214747885178,16.245887311573686,-0.9090607564482741,0.7134474780488529,0.1384386284298621,0.548131537160125,10,15,,0.8323553910569951,False
ABIDE1_fd2,female,preteen_10_12,strength_pos,6,7.364520445380892,8.309621610414416,1.8349231692460815,0.3805742129872287,0.32670571702934365,0.45900864980898204,10,15,,0.8323553910569951,False
ABIDE1_fd2,female,preteen_10_12,strength_pos,7,14.11735924226897,13.226661410218194,-1.4994739364698202,0.5556242996407241,0.3763339430505817,0.43623205954664623,10,15,,0.8323553910569951,False
ABIDE1_fd2,female,preteen_10_12,z,1,2.4044074225166897e-18,2.1515950089634843e-18,-8.057841528074202e-18,0.815462454379738,0.7551648161393105,0.2879588777965938,10,15,,0.815462454379738,False
ABIDE1_fd2,female,preteen_10_12,z,2,-1.9040324872321433e-17,1.4432899320127032e-17,6.646697844129517e-17,0.17653570992479622,0.22224056009480506,0.5136027955490341,10,15,,0.6823806473965072,False
ABIDE1_fd2,female,preteen_10_12,z,3,4.792462722965259e-17,-5.057682667736822e-18,-2.6881224149349093e-17,0.3491952064904583,0.16838105903369213,0.6055775249183855,10,15,,0.7538799895901298,False
ABIDE1_fd2,female,preteen_10_12,z,4,1.9660199394403812e-17,-1.7038839475149973e-17,-2.3955705144441638e-17,0.5984178169274146,0.6177241171873388,0.3734100664995207,10,15,,0.7538799895901298,False
ABIDE1_fd2,female,preteen_10_12,z,5,-2.5769616325889946e-17,-5.104473676437502e-17,-2.173958878268472e-17,0.6193237625540511,0.9022315242418821,0.23692886997293428,10,15,,0.7538799895901298,False
ABIDE1_fd2,female,preteen_10_12,z,6,-1.8873791418627663e-17,1.2437141263955623e-17,5.3262818889395296e-17,0.1949658992561449,0.6524606369051438,0.3597449687205335,10,15,,0.6823806473965072,False
ABIDE1_fd2,female,preteen_10_12,z,7,-4.83740032158104e-17,-1.7975039446312053e-17,1.751607754706872e-17,0.6461828482201112,0.055993629086528135,0.6322467968037588,10,15,,0.7538799895901298,False
ABIDE1_fd2,female,preteen_10_12,z_neg,1,0.0,0.0,1.7023608862128657e-19,0.853065510006371,0.9342495769197786,0.18956043956043955,10,15,,1.0,False
ABIDE1_fd2,female,preteen_10_12,z_neg,2,0.0,0.0,0.0,,,,10,15,,1.0,False
ABIDE1_fd2,female,preteen_10_12,z_neg,3,0.0,8.635067969306773e-19,-3.355372078882756e-34,0.7845220506647764,1.401397252134561e-210,1.0,10,15,,1.0,False
ABIDE1_fd2,female,preteen_10_12,z_neg,4,0.0,0.0,0.0,,,,10,15,,1.0,False
ABIDE1_fd2,female,preteen_10_12,z_neg,5,0.0,0.0,0.0,,,,10,15,,1.0,False
ABIDE1_fd2,female,preteen_10_12,z_neg,6,1.2053849981644556e-17,-2.114710523095537e-19,3.0674921873473927e-18,0.7992196721639399,0.30332062703766954,0.49469749810439656,10,15,,1.0,False
ABIDE1_fd2,female,preteen_10_12,z_neg,7,0.0,0.0,0.0,,,,10,15,,1.0,False
ABIDE1_fd2,female,preteen_10_12,z_pos,1,2.4044074225166897e-18,-5.2498918218708944e-18,-1.8697597066904607e-17,0.5796069676747292,0.7068645895689234,0.3105513565341874,10,15,,0.6461828482201112,False
ABIDE1_fd2,female,preteen_10_12,z_pos,2,-1.9040324872321433e-17,1.4432899320127032e-17,6.646697844129517e-17,0.17653570992479622,0.22224056009480506,0.5136027955490341,10,15,,0.6461828482201112,False
ABIDE1_fd2,female,preteen_10_12,z_pos,3,4.792462722965259e-17,-1.6529987255530107e-17,-2.688122414934909e-17,0.34919520649045865,0.11342218125067854,0.656919528414587,10,15,,0.6461828482201112,False
ABIDE1_fd2,female,preteen_10_12,z_pos,4,1.9660199394403812e-17,-1.7038839475149973e-17,-2.3955705144441638e-17,0.5984178169274146,0.6177241171873388,0.3734100664995207,10,15,,0.6461828482201112,False
ABIDE1_fd2,female,preteen_10_12,z_pos,5,-2.5769616325889946e-17,-5.104473676437502e-17,-2.173958878268472e-17,0.6193237625540511,0.9022315242418821,0.23692886997293428,10,15,,0.6461828482201112,False
ABIDE1_fd2,female,preteen_10_12,z_pos,6,-1.9032394707859827e-17,1.7182023000151141e-19,3.8761946731025915e-17,0.3435741169771506,0.6951319903205319,0.32464080579205634,10,15,,0.6461828482201112,False
ABIDE1_fd2,female,preteen_10_12,z_pos,7,-4.83740032158104e-17,-1.7975039446312053e-17,1.751607754706872e-17,0.6461828482201112,0.055993629086528135,0.6322467968037588,10,15,,0.6461828482201112,False
