sex,age_group,metric,module,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,n_ASD,n_CTL,p_FDR,FDR_significant
male,preteen_10_12,PC,1,-0.01035361342944137,0.4121531450429564,0.54054553565922,0.5250194596948998,87,98,0.7212680038251738,False
male,preteen_10_12,PC,2,-0.018369371909997528,0.3206622085941867,0.4440869827307381,0.4222608309961757,87,98,0.7212680038251738,False
male,preteen_10_12,PC,3,-0.030934634458089885,0.05825833921765097,0.4541006935034034,0.42246758225800957,87,98,0.2718722496823712,False
male,preteen_10_12,PC,4,-0.04116542795537033,0.1796566098156787,0.532662866832735,0.4888772748759758,87,98,0.6287981343548754,False
male,preteen_10_12,PC,5,-0.013328647399845638,0.4051064222835302,0.47820864258772533,0.4657030089289495,87,98,0.7212680038251738,False
male,preteen_10_12,PC,6,-0.05902881102419587,0.04858709018062033,0.4160868755869645,0.3624063227207848,87,98,0.2718722496823712,False
male,preteen_10_12,PC,7,-0.03497496576623426,0.0270496161245693,0.5219726757195957,0.48729980316759863,87,98,0.2718722496823712,False
male,preteen_10_12,Z,1,0.009149645541710856,0.6630015587786272,-0.07385361780508078,-0.0656513084182601,87,98,0.9282021822900781,False
male,preteen_10_12,Z,2,0.008402989450090676,0.7627953676729429,0.03746392228336674,0.05112934474231608,87,98,0.9400423639525369,False
male,preteen_10_12,Z,3,-0.015968699179694835,0.49313447484245987,-0.15710398426191516,-0.1710435117921753,87,98,0.7670980719771597,False
male,preteen_10_12,Z,4,0.034940888380159046,0.33665347840573834,-0.06717946808856709,-0.02672219818518012,87,98,0.7212680038251738,False
male,preteen_10_12,Z,5,0.003799690857049286,0.87289648081307,-0.004025686320248326,-0.005766155942449369,87,98,0.9400423639525369,False
male,preteen_10_12,Z,6,-0.00086751863549317,0.9796507386060131,-0.06717627522578555,-0.07136187850851514,87,98,0.9796507386060131,False
male,preteen_10_12,Z,7,-0.004470160489286711,0.8617003022594125,-0.005731231052179843,-0.005048443881709148,87,98,0.9400423639525369,False
