sex,age_group,metric,module,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,n_ASD,n_CTL,p_FDR,FDR_significant
male,child_0_9,PC,1,-0.010315160303845165,0.47060665442993743,0.5422272697140792,0.5292928746846816,48,48,0.7162826189162121,False
male,child_0_9,PC,2,-0.009269202068409137,0.4853540547860964,0.5999193387834006,0.5914280980205134,48,48,0.7162826189162121,False
male,child_0_9,PC,3,-0.011833526730262924,0.6790879858381251,0.4911759208245163,0.4839992913004685,48,48,0.792269316811146,False
male,child_0_9,PC,4,0.03038274561606312,0.10683505943541055,0.4790161609444586,0.5099759478473039,48,48,0.4265244176552565,False
male,child_0_9,PC,5,-0.05174049055315981,0.13449969437321246,0.478260301240743,0.42750847667629577,48,48,0.4265244176552565,False
male,child_0_9,PC,6,-0.03206413636248384,0.18612629094938796,0.46894653263336344,0.43607675974937427,48,48,0.4469590821490767,False
male,child_0_9,PC,7,0.002607495603540892,0.8962219762345236,0.4906397713318779,0.49253662420811234,48,48,0.8962219762345236,False
male,child_0_9,Z,1,0.04737537574729643,0.07370883430030466,-0.05879148389569721,-0.009198590838134542,48,48,0.3869713800765995,False
male,child_0_9,Z,2,-0.029094217209598018,0.4065799770466161,0.025416609505708235,-0.0013458005709765513,48,48,0.7162826189162121,False
male,child_0_9,Z,3,0.04550455928860522,0.24657533511394003,-0.11825142311034446,-0.07206111284780409,48,48,0.517808203739274,False
male,child_0_9,Z,4,-0.019012779115285337,0.5519727880125633,-0.016760100139859856,-0.025684773616874195,48,48,0.7162826189162121,False
male,child_0_9,Z,5,0.006337791932141439,0.869074751440197,-0.10283843361279023,-0.09552841370121586,48,48,0.8962219762345236,False
male,child_0_9,Z,6,0.019183726545158823,0.5798478343607432,0.04632535673714768,0.06247606852261789,48,48,0.7162826189162121,False
male,child_0_9,Z,7,0.08797301007163236,0.014412466664145708,-0.046784470091102724,0.0347597297564284,48,48,0.3026617999470599,False
male,child_0_9,Strength,1,1.5048580086949737,0.04083617670874042,10.196295084073553,11.64813515475313,48,48,0.3869713800765995,False
male,child_0_9,Strength,2,0.8435717146994794,0.1915538923496043,7.585042062333407,8.344136060397597,48,48,0.4469590821490767,False
male,child_0_9,Strength,3,0.3350763792143783,0.5719434803199182,5.367662329731701,5.696479002010828,48,48,0.7162826189162121,False
male,child_0_9,Strength,4,0.5353975090912679,0.5366435724539176,11.037158810713121,11.62029595236254,48,48,0.7162826189162121,False
male,child_0_9,Strength,5,-0.09572931087825554,0.8927252769993235,6.250366608831385,6.0282400885309935,48,48,0.8962219762345236,False
male,child_0_9,Strength,6,1.5055591281737144,0.1421748058850855,14.093356290968885,15.402159841185494,48,48,0.4265244176552565,False
male,child_0_9,Strength,7,1.7223108008162504,0.05582813820449463,10.054056204206745,11.499046027618268,48,48,0.3869713800765995,False
