scenario,sex,age_group,metric,module,mean_ASD,mean_CTL,beta_CTL_minus_ASD,p_DX,p_SITE,r2,n_ASD,n_CTL,note,p_DX_FDR,DX_FDR_significant
ABIDE1_fd2,female,adult_18_plus,PC,1,0.37021112394468014,0.3593742679861546,0.0060394755840693926,0.791843647731858,0.0008569641000179282,0.5366423014685331,14,22,,0.9920977821200169,False
ABIDE1_fd2,female,adult_18_plus,PC,2,0.5122397410126889,0.5284738242797253,-0.0034960587901103762,0.9390412521745026,0.11423916341114702,0.2928515418074351,14,22,,0.9920977821200169,False
ABIDE1_fd2,female,adult_18_plus,PC,3,0.4148198756587223,0.4108181738431325,-0.006743566743685127,0.8743771423266505,0.12174945003856082,0.2861101038313175,14,22,,0.9920977821200169,False
ABIDE1_fd2,female,adult_18_plus,PC,4,0.41739046558065507,0.42240313650704625,0.0005279544240250934,0.9920977821200169,0.12528726121403405,0.28408239379877165,14,22,,0.9920977821200169,False
ABIDE1_fd2,female,adult_18_plus,PC,5,0.37397363279367485,0.4551124227831073,0.0837016858145342,0.03586768838087336,0.0202135244586964,0.45235966979384823,14,22,,0.25107381866611356,False
ABIDE1_fd2,female,adult_18_plus,PC,6,0.28644708916397954,0.33549532328659565,0.05242450663080189,0.2175746127395484,0.0004965332634024871,0.5648502641383041,14,22,,0.6690517414286771,False
ABIDE1_fd2,female,adult_18_plus,PC,7,0.4536187718253833,0.5119792635757441,0.053367337404793005,0.28673646061229013,0.2746224583165324,0.25361735462287416,14,22,,0.6690517414286771,False
ABIDE1_fd2,female,adult_18_plus,PC_neg,1,0.0192564170184154,0.03358199269505319,0.009690676672250027,0.6506981375402987,0.2939380210534888,0.2270775556123562,14,22,,0.7591478271303486,False
ABIDE1_fd2,female,adult_18_plus,PC_neg,2,0.012486558428285274,0.00931491931291378,-0.008758409003067085,0.4570653615013921,0.005280375078767827,0.4611337370320199,14,22,,0.7591478271303486,False
ABIDE1_fd2,female,adult_18_plus,PC_neg,3,0.007692726470777317,0.003602151199272746,-0.005198977858893231,0.4143098550870357,0.17167168416897888,0.2694472690915132,14,22,,0.7591478271303486,False
ABIDE1_fd2,female,adult_18_plus,PC_neg,4,0.004960268630519412,0.00401739942521563,-0.002864079610433756,0.4997270405837361,0.032775731911339034,0.36922376402004076,14,22,,0.7591478271303486,False
ABIDE1_fd2,female,adult_18_plus,PC_neg,5,0.007800882390223064,0.00711929518627388,-0.0007956958696298156,0.9313206066885784,0.6644983922966528,0.1278758604914252,14,22,,0.9313206066885784,False
ABIDE1_fd2,female,adult_18_plus,PC_neg,6,0.008416968692176988,0.014408843212810657,0.0056811188924183135,0.5846676131907556,0.3834773542381249,0.20000580089793296,14,22,,0.7591478271303486,False
ABIDE1_fd2,female,adult_18_plus,PC_neg,7,0.006726980737077428,0.0004079241662753834,-0.007020819273244736,0.07213413101028991,0.42883382999378017,0.24667331074583865,14,22,,0.5049389170720294,False
ABIDE1_fd2,female,adult_18_plus,PC_pos,1,0.36449361849142303,0.3524608703166929,0.01030872436578572,0.6664325780973789,0.000815718656188969,0.5387053341407078,14,22,,0.9922279145958248,False
ABIDE1_fd2,female,adult_18_plus,PC_pos,2,0.510615555886166,0.5280239403895183,-0.001780944296315215,0.9691308632782337,0.11093711432197349,0.29520252146971937,14,22,,0.9922279145958248,False
ABIDE1_fd2,female,adult_18_plus,PC_pos,3,0.4146953244147692,0.41017574869810436,-0.006988707824265757,0.8698674491875545,0.12402362402476641,0.28484886248262253,14,22,,0.9922279145958248,False
ABIDE1_fd2,female,adult_18_plus,PC_pos,4,0.4173655701390609,0.4221008892251698,0.0005194637114517564,0.9922279145958248,0.1273513102003797,0.2829007300287142,14,22,,0.9922279145958248,False
ABIDE1_fd2,female,adult_18_plus,PC_pos,5,0.3736642567342346,0.4525811515423108,0.08168978213384266,0.0416221339136665,0.026677539674440923,0.43640424197553696,14,22,,0.29135493739566554,False
ABIDE1_fd2,female,adult_18_plus,PC_pos,6,0.2788360134220719,0.3303881268003939,0.05521533130382545,0.1979485332485455,0.0005309526134686877,0.5634722767516003,14,22,,0.5799969201507713,False
ABIDE1_fd2,female,adult_18_plus,PC_pos,7,0.44981164803485196,0.5117346476998063,0.05816394381343021,0.24857010863604484,0.2618366422561958,0.26081978240731063,14,22,,0.5799969201507713,False
ABIDE1_fd2,female,adult_18_plus,strength_neg,1,0.21509857787642367,0.48159568796198166,0.2036219712955194,0.4521117946766438,0.10469326798099732,0.3146747669707428,14,22,,0.8741441094188959,False
ABIDE1_fd2,female,adult_18_plus,strength_neg,2,0.08149002432823181,0.13712901126254687,-0.010092462233904469,0.8954633359865474,0.0003201179678944365,0.5735406903881702,14,22,,0.9909953434770558,False
ABIDE1_fd2,female,adult_18_plus,strength_neg,3,0.05684764030433836,0.03932039412585172,-0.02819898198104405,0.4995109196679405,0.038588129298159295,0.36192747345503007,14,22,,0.8741441094188959,False
ABIDE1_fd2,female,adult_18_plus,strength_neg,4,0.02132116435539155,0.05823351115439878,-0.0036784376942056553,0.8293858237070768,2.2113004995719695e-13,0.9116992895111458,14,22,,0.9909953434770558,False
ABIDE1_fd2,female,adult_18_plus,strength_neg,5,0.08625590155277345,0.11431194640999678,0.0009127242126683935,0.9909953434770558,0.010315339087386098,0.4304994757479389,14,22,,0.9909953434770558,False
ABIDE1_fd2,female,adult_18_plus,strength_neg,6,0.15701387074528908,0.2794053552212653,0.1136328715581486,0.4311395678960346,0.6454761480859557,0.15249658471815286,14,22,,0.8741441094188959,False
ABIDE1_fd2,female,adult_18_plus,strength_neg,7,0.09574722817965917,0.041277029104047014,-0.08344584794848846,0.2543757085781772,0.33878659276101286,0.21723570378897483,14,22,,0.8741441094188959,False
ABIDE1_fd2,female,adult_18_plus,strength_pos,1,16.41326303091952,13.766637887876584,-1.264930165267424,0.5710254792638496,0.0020534239966004315,0.5139874236959747,14,22,,0.6661963924744913,False
ABIDE1_fd2,female,adult_18_plus,strength_pos,2,17.37565885390554,15.626070323640649,-3.5561062539432005,0.1241987071916677,0.0016160154377704088,0.5158338919653418,14,22,,0.3611851499046976,False
ABIDE1_fd2,female,adult_18_plus,strength_pos,3,13.451952003723102,11.274667179855435,-2.5713307333699715,0.15898930961025168,0.0014488818973105355,0.5277396771873597,14,22,,0.3611851499046976,False
ABIDE1_fd2,female,adult_18_plus,strength_pos,4,10.067380190959998,8.452741774645718,-2.0201696572569223,0.20639151423125576,0.07504048932851826,0.336893624229053,14,22,,0.3611851499046976,False
ABIDE1_fd2,female,adult_18_plus,strength_pos,5,14.736507203631803,18.241834592389463,3.7441651644052856,0.10064602779568346,0.007517885775760231,0.4722355124245379,14,22,,0.3611851499046976,False
ABIDE1_fd2,female,adult_18_plus,strength_pos,6,6.071525385671732,6.260418882617703,0.1264847342288723,0.8887671287228577,0.00023280355774596862,0.580775108835631,14,22,,0.8887671287228577,False
ABIDE1_fd2,female,adult_18_plus,strength_pos,7,9.787821013708506,11.114675114874716,1.421542955969885,0.3454969053168163,0.9190812845495258,0.09072362002289414,14,22,,0.4836956674435428,False
ABIDE1_fd2,female,adult_18_plus,z,1,3.3011614851811134e-17,1.0474355702726768e-17,-1.738051154698294e-17,0.4381196714017063,0.752755644260258,0.13871268068860587,14,22,,0.7667094249529861,False
ABIDE1_fd2,female,adult_18_plus,z,2,-1.2034024570490539e-17,2.3352532029331416e-17,3.183423393067132e-17,0.22771068866788938,0.17178366372725729,0.297738804994627,14,22,,0.7667094249529861,False
ABIDE1_fd2,female,adult_18_plus,z,3,-2.2634011067506917e-17,-2.1883799486337724e-17,-3.453112455946306e-18,0.8822919232664416,0.7751477723927793,0.10330571163546365,14,22,,0.9174411117373931,False
ABIDE1_fd2,female,adult_18_plus,z,4,-1.1895246692412394e-17,1.2984142380796101e-17,4.2879685468801474e-17,0.04461242456853449,0.006637517706096369,0.46647040571135545,14,22,,0.3122869719797414,False
ABIDE1_fd2,female,adult_18_plus,z,5,-9.844342090272327e-18,-1.4791372585131404e-18,3.520140215424576e-18,0.9174411117373931,0.2728808614747519,0.2245003314356624,14,22,,0.9174411117373931,False
ABIDE1_fd2,female,adult_18_plus,z,6,1.4274296030894868e-17,2.1627721258931573e-19,-1.564079329687822e-17,0.3883977433050926,0.22192883871643074,0.2538264486044918,14,22,,0.7667094249529861,False
ABIDE1_fd2,female,adult_18_plus,z,7,-2.0462656512542736e-17,-3.135174749683408e-17,-9.274085120610087e-18,0.6797537114258644,0.89478964181659,0.08032310584704438,14,22,,0.9174411117373931,False
ABIDE1_fd2,female,adult_18_plus,z_neg,1,3.918976623469199e-18,-3.5794716967301556e-18,-9.959332151659782e-18,0.010574687384772926,0.06615425705496929,0.39267938874071506,14,22,,0.07402281169341049,False
ABIDE1_fd2,female,adult_18_plus,z_neg,2,0.0,0.0,0.0,,,,14,22,,1.0,False
ABIDE1_fd2,female,adult_18_plus,z_neg,3,0.0,0.0,0.0,,,,14,22,,1.0,False
ABIDE1_fd2,female,adult_18_plus,z_neg,4,0.0,0.0,0.0,,,,14,22,,1.0,False
ABIDE1_fd2,female,adult_18_plus,z_neg,5,4.101809204280135e-18,0.0,-3.5688057483567285e-18,0.3066004765429345,0.6258832358887245,0.17481840193704568,14,22,,1.0,False
ABIDE1_fd2,female,adult_18_plus,z_neg,6,1.5860328923216523e-18,6.7045935902688024e-18,3.0555774931168477e-18,0.618920178587707,0.18276802782153387,0.2705454246951695,14,22,,1.0,False
ABIDE1_fd2,female,adult_18_plus,z_neg,7,0.0,0.0,0.0,,,,14,22,,1.0,False
